EPISODE_NUM	EPISODE_NAME	AUTHOR	START_YEAR	END_YEAR	START_CENTURY	END_CENTURY	MAIN_COUNTRY	MAIN_COUNTRY_ALPHA2	MAIN_CITY	COORD_LAT	COORD_LONG	COORD_ID	URL	DESCRIPTION	TAGS	IMG_URL
153	 Wien-Tour mit Thomas Harbich (#WienFakt)	Daniel											https://www.zeitsprung.fm/podcast/zs153/	In dieser Folge lassen wir uns viele kleine Geschichten erzählen: Mit Thomas Harbich, der auf Twitter täglich einen #WienFakt präsentiert, sind wir durch Wien gelaufen und haben uns Orte zeigen lassen, die wir auch nach vielen Wien-Jahren noch nicht kannten. Wir lernen viel über Wien, über Thomas und sein #WienFakt-Projekt und begeben uns auf eine kleine Entdeckungsreise (stellenweise auch Abenteuerreise!) durch den 1. Bezirk.	#WienFakt,8 Rauchfangkehrer,Durchhaus,Freyung,Konskriptionsnummer,Volksgarten,Wien,Wiener Würfel	
154	 La Maupin, die duellierende Opernsängerin	Richard	1673	1673	17	17	France	FR					https://www.zeitsprung.fm/podcast/zs154/	Wir springen in dieser Folge ins Frankreich des 17. Jahrhunderts. Im Jahr 1673 wird hier Julie d’Aubigny geboren und schnell stellt sich raus, dass sie einen Lebensweg beschreiten wird, der für eine junge Frau dieser Zeit äußerst ungewöhnlich ist. Fechtend und singend lebt und liebt sie sich u.a. durch Paris, Marseille und Brüssel, wohl ein Grund warum sie auch heute noch als eine der bedeutendsten Opernsängerinnen Frankreichs gilt.	Duelle,Frankreich,Oper	
155	 Trofim Lyssenko und der Lyssenkoismus in der Sowjetunion	Daniel	1930	1930	20	20							https://www.zeitsprung.fm/podcast/zs155/	Wir springen etwa 100 Jahre zurück in die Sowjetunion und beschäftigen uns mit Trofim Denissowitsch Lyssenko und dem nach ihm benannten Lyssenkoismus. Der Agrarwissenschaftler entwickelt in den 1930er Jahren ein pseudowissenschaftliches Konzept, angelehnt an den Neo-Lamarckismus. Er vertrat aber nicht nur die Ansicht, dass Pflanzen Eigenschaften, die sie im Laufe ihres Lebens erworben haben, vererben können, sondern lehnte Mutation und Selektion gänzlich ab und negierte die Existenz von Genen als unsozialistisch und deshalb falsch.	Lyssenko,Lyssenkoismus,Pseudowissenschaft,Sowjetunion,Stalin	
156	 Charles Lindbergh, Alexis Carrel und die Mensch-Maschine	Richard			20	20							https://www.zeitsprung.fm/podcast/zs156/	Wir springen in dieser Folge in die 30er Jahre des 20. Jahrhunderts und beschäftigen uns mit etwas Medizin- und Wissenschaftsgeschichte. Protagonisten der Geschichte sind der Nobelpreisträger Alexis und Carrel und – überraschenderweise – der Flugpionier Charles Lindbergh. Beide sind sie von einem Traum beseelt: den Menschen unsterblich zu machen. Wie sie das erreichen wollen und welche Wege sie bereit sind dafür zu beschreiten besprechen wir in dieser Folge.	Carrel,Lindbergh,Medizingeschichte,Transplantation,Wissenschaftsgeschichte	
157	 Salpeter – Aufstieg und Fall einer chemischen Verbindung	Daniel			19	19	Chile	CL					https://www.zeitsprung.fm/podcast/zs157/	Wir springen etwa 100 Jahre zurück und beschäftigen uns mit Chemiegeschichte: Es geht um Salpeter. Ein Stoff, Kaliumnitrat, von dem Europa im 19. Jahrhundert abhängig war, denn er war Hauptbestandteil von Schießpulver und Basis von Düngemittel für die Landwirtschaft.	Atacama,Chile,Hamburg,Salpeter,Salpeterfahrt,Salpeterkrieg	
158	 Al-Biruni und die erste Globalgeschichte	Richard	1000	1000	11	11	Iran	Unknown code					https://www.zeitsprung.fm/podcast/zs158/	Wir springen diesmal ins Jahr 1000 nach der Zeitenwende. Ort des Geschehens ist eine Stadt, die im heutigen Iran liegt, Protagonist ist ein Gelehrter, der heute in erster Linie als Al-Biruni bekannt ist. Der Universalgelehrte, zu diesem Zeitpunkt erst 29 Jahre alt, erhält einen kuriosen Auftrag: er soll für seinen Herrn das ultimative Geschichtswerk schreiben. Wir sprechen darüber, mit welchen Schwierigkeiten al-Biruni dabei zu kämpfen hat, und warum er ohne Weiteres der Vater der Globalgeschichte genannt werden könnte.	al-Biruni,Asien,Globalgeschichte,Kalender	
159	 Thorsten Logge über Geschichte und Public History	Daniel											https://www.zeitsprung.fm/podcast/zs159/	„95 Prozent der Geschichte, die wir auf dem Markt sehen, ist nicht-universitäre Geschichte in teilweise populärsten Formen“, erklärt Thorsten Logge. Er ist Professor im Fachbereich Geschichte an der Uni Hamburg und arbeitet im Bereich Public History und untersucht unterschiedliche mediale Formen von Geschichte im öffentlichen Raum. 	Geschichte,Geschichtsboom,Public History,Thorsten Logge	
160	 Barbareskenstaaten und die europäischen Seemächte	Daniel					Morocco	MA					https://www.zeitsprung.fm/podcast/zs160/	Wir springen zurück in die Frühe Neuzeit und beschäftigen uns diese Woche mit Piraterie, Kaperei und Sklavenhandel. Während die europäischen Seemächte den Seehandel, und insbesondere den transatlantischen Sklavenhandel, immer weiter ausbauten, wurden ihre Schiffe von den Barbaresken-Korsaren der nordafrikanischen Küste bedroht. Denn die kaperten die Schiffe und versklavten die Besatzung.	Algier,Barbareskenstaaten,Freibeuter,Hark Olufs,Kaperei,Korsare,Marokko,Piraterie,Tripolis,Tunis	
161	 Steamboat Arabia oder Der Schatz im Maisfeld	Richard			19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs161/	Wir springen in dieser Episode in die Mitte des 19. Jahrhunderts. Ort des Geschehens sind die heutigen USA. Es herrscht Aufbruchsstimmung, denn alle wollen in den Westen. Um dorthin zu gelangen werden Dampfschiffe verwendet, doch die Reise auf den seichten, schlammigen Flüssen der USA ist nicht ganz ungefährlich.	Arabia,Dampfschiffe,USA	
162	 Novemberrevolution und die mehrfache Ausrufung der Republik	Daniel	1918	1918	20	20							https://www.zeitsprung.fm/podcast/zs162/	Wir springen 100 Jahre zurück und beschäftigen uns mit der Novemberrevolution von 1918/19. Am 9. November 1918 wird nicht nur die Abdankung von Kaiser Wilhelm II. verkündet, sondern wird in Berlin (mindestens) zweimal die Republik ausgerufen: Durch Philipp Scheidemann auf dem Balkon des Reichstags und durch Karl Liebknecht beim Berliner Schloss. 	Balkonreden,Berliner Schloss,Erster Weltkrieg,Karl Liebknecht,Philipp Scheidemann,Revolution,Wilhelm II.	
163	 Vernepator Cur - der Hund im Hamsterrad	Richard			16	19	England	Unknown code					https://www.zeitsprung.fm/podcast/zs163/	Wir springen in dieser Folge ins 16. Jahrhundert: in den Küchen, v.a. Englands, wird gerne Fleisch gebraten, die präferierte Zubereitungsart ist der Drehspieß. Wer aber will schon stundenlang neben dem Feuer stehen, um Fleisch zu drehen? Wir sprechen darüber, wie ein Hund – der Vernepator Cur, oder auch Turnspit Dog – ab dem 16. bis tief ins 19. Jahrhundert aus keiner respektablen Küche mehr wegzudenken war.	Drehspieß,hunde,Turnspit,Vernepator Cur	
164	 Eine kurze Geschichte des Alkoholkonsums	Daniel											https://www.zeitsprung.fm/podcast/zs164/	Wir springen diesmal nicht in eine bestimmte Zeit, sondern durch die Jahrhunderte und sprechen darüber, wie Alkohol und Alkoholkonsum Geschichte geprägt haben. Dabei schauen wir uns nicht nur an, wie Churchill seinen Martini am liebsten getrunken hat, sondern auch, welchen Zweck das bayerische Reinheitsgebot hatte und was es mit dem Trinkzwang für Diplomaten in der Frühen Neuzeit auf sich hatte – nicht zuletzt geht es auch um Alkoholismus und die Branntweinpest.	Adenauer,Alkohol,Branntweinpest,Churchill,Reinheitsgebot,Trinkzwang	
165	 Pius IX. und die kurzlebige Römische Republik von 1849	Richard	1000	1848	11	19	Italy, Vatican	Unknown code, IT					https://www.zeitsprung.fm/podcast/zs165/	Wir springen in dieser Folge in die Mitte des 19. Jahrhunderts. Ort des Geschehens ist das heutige Italien, das zu diesem Zeitpunkt ein Fleckenteppich kleinerer und größerer Herrschaftsgebiete war. Eines davon war der Kirchenstaat, der zu diesem Zeitpunkt schon seit über 1000 Jahren existiert. Doch das Revolutionsjahr 1848 steht vor der Tür, und der neugewählte Papst Pius IX. steht vor einer schwierigen Entscheidung.	Italien,Kirchengeschichte,Kirchenstaat,Pius IX,Vatikan	
166	 Siegmund Bosel – die wechselvolle Geschichte eines Inflationskönigs	Daniel	1920	1920	20	20	Austria	AT					https://www.zeitsprung.fm/podcast/zs166/	Wir springen für diese Folge nach Wien in die Zwischenkriegszeit: Siegmund Bosel wird in nicht einmal 10 Jahren vom kleinen Textilverkäufer zum vielleicht reichsten Österreicher, mit einem weitverzweigten Firmenimperium. Jedoch verliert Bosel durch Währungsspekulationen und die Verwicklung in den größten Finanzskandal der 1920er-Jahre sein Vermögen nach kurzer Zeit wieder.	1. Republik,Hyperinflation,Inflation,Inflationskönig,Johannes Schober,Kurt Schuschnigg,Siegmund Bosel,Sigmund Bosel	
167	 Mary Toft und die Hasen	Richard			18	18	England	Unknown code					https://www.zeitsprung.fm/podcast/zs167/	Wir springen in dieser Episode an die Anfänge des 18. Jahrhunderts. Protagonistin ist eine einfache Magd, die einige Monate lang mit einer noch nie dagewesenen Sensation das medizinische Establishment Englands in Atem hält.	Hasen,Medizingeschichte	
168	 Carl Laemmle und die Anfänge Hollywoods	Daniel	1884	1884	19	19	Germany, USA	Unknown code, DE					https://www.zeitsprung.fm/podcast/zs168/	Wir springen etwa 100 Jahre zurück und beschäftigen uns in dieser Folge mit den Anfängen der US-amerikanischen Filmindustrie: Carl Laemmle, aus dem kleinen Ort Laupheim im Süden Deutschlands, wandert mit 17 Jahren im Jahr 1884 in die USA aus und ist maßgeblich dafür verantwortlich, dass heute in Hollywood Filme gedreht werden. 	Carl Laemmle,Edison,Hollywood,Laupheim,Universal	
169	 Maos Großer Sprung und die chinesische Hungersnot von 1958–62	Richard	1958	1958	20	20	China	CN					https://www.zeitsprung.fm/podcast/zs169/	Wir springen in dieser Episode nach China. Es ist das Jahr 1958 und Mao Zetung, Vorsitzender der kommunistischen Partei, hat den „Großen Sprung nach vorn“ ausgerufen, der China innerhalb kürzester Zeit an die Spitze der Industriestaaten katapultieren soll.	China,Der Große Sprung,Hungersnot	
170	 Auf Schatzsuche	Daniel					Costa Rica	CR					https://www.zeitsprung.fm/podcast/zs170/	In dieser Episode gehen wir auf Schatzsuche. Auf der Kokos-Insel, einer kleinen Insel vor Costa Rica, soll ein legendärer Piratenschatz versteckt sein: Der Kirchenschatz von Lima. Wir beschäftigen uns mit dem Mythos des Schatzes und einem Mann, der sein halbes Leben mit der Suche nach dem Schatz auf der Insel verbracht hat. Doch August Gissler wurde, wie so viele vor und nach ihm, nicht fündig. 	August Gissler,Costa Rica,Freibeuter,Kirchenschatz von Lima,Kokosinsel,Piraterie,Schatzinsel	
171	 Eine ganz kleine Geschichte der Nacht und des Schlafs	Richard											https://www.zeitsprung.fm/podcast/zs171/	Wir springen in dieser Folge in die frühe Neuzeit und sehen uns an, welche Bedeutung die Nacht für den Menschen hatte und wie die wohl häufigste Tätigkeit der Nacht – der Schlaf – gemeinhin praktiziert wurde.	Frühe Neuzeit,Nacht,Neuzeit,Schlaf	
172	 Eine kurze Geschichte der Armut in der Frühen Neuzeit	Daniel											https://www.zeitsprung.fm/podcast/zs172/	Wir beschäftigen uns in dieser Folge mit dem Thema Armut und sprechen darüber, wie sich der Umgang mit hilfsbedürftigen Menschen vom Mittelalter zur Frühen Neuzeit verändert hat – und welche Auswirkungen das hatte.	Armengesetze,New Poor Laws,Old Poor Laws,Speenhamland	
173	 Der gefährliche Garten von Vaux-le-Vicomte	Richard			17	17	France	FR					https://www.zeitsprung.fm/podcast/zs173/	Wir springen in dieser Folge in die Mitte des 17. Jahrhunderts. Nicolas Fouquet, höchster Finanzbeamter Frankreichs und damit einer der mächtigsten Männer des Landes, beschließt die – wie er hofft – bald bevorstehende Krönung seiner Karriere mit dem Bau eines Anwesens zu feiern, das Frankreich bisher noch nicht gesehen hat.	Frankreich,Gartenkunst,Ludwig XIV.,Neuzeit	
174	 Harriet Tubman und die Underground Railroad	Daniel					USA	Unknown code					https://www.zeitsprung.fm/podcast/zs174/	Wir springen diesmal in die USA und beschäftigen uns mit einer der bekanntesten Persönlichkeiten der US-Geschichte: Harriet Tubman. Sie war eine der erfolgreichsten Aktivistinnen der Underground Railroad, einem Netzwerk von Personen, die Sklaven und Sklavinnen bei der Flucht in den Norden geholfen haben. 	Amerikanischer Bürgerkrieg,Harriet Tubman,Maryland,Nordstaaten,Sezessionskrieg,Sklaverei,Südstaaten,Underground Railroad,USA	
175	 C.W. Field und das erste Kabel durch den Atlantik	Richard			19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs175/	Wir springen in die Mitte des 19. Jahrhunderts. Der Telegraph ist soeben erfunden und der Öffentlichkeit zur Verfügung gestellt worden, und sowohl in Europa als auch den USA wird fleißig ferngeschrieben. Doch zwischen den Kontinenten herrscht noch immer Funkstille – einzig die Schifffahrt ermöglicht Nachrichtenaustausch. Wir sprechen darüber, wie ein Unternehmer sich daran macht, dieses Problem zu lösen und warum alles überhaupt nicht so einfach war, wie erwartet.	Atlantik,Kommunikationsgeschichte,Telegraph	
176	 Die Anfänge des Anarchismus und was Uhrmacher in der Schweiz damit zu tun haben	Daniel	1860	1870	19	19	Switzerland	CH					https://www.zeitsprung.fm/podcast/zs176/	Wir springen mal wieder in die Mitte des 19. Jahrhunderts und beschäftigen uns diesmal mit den Anfängen des Anarchismus und der Schweizer Uhrenindustrie. In den 1860er- und 1870er-Jahren war die Gegend um Saint-Imer im Berner Jura eine Hochburg des Anarchismus in seiner Entstehungsphase als internationale politische Bewegung und gleichzeitig ein Zentrum der Uhrenindustrie, die in dieser Zeit dort weltweit führend war.	Anarchismus,Juraföderation,Karl Marx,Michail Alexandrowitsch Bakunin,Saint-Imier,Schweiz,Uhrenindustrie,Uhrmacher	
177	 Robert Fortune, Botaniker und Teespion	Richard			19	19	England, China	CN, Unknown code					https://www.zeitsprung.fm/podcast/zs177/	Wir springen in dieser Folge in die Mitte des 19. Jahrhunderts, Schauplatz der Geschichte ist China. Protagonist ist Robert Fortune, Botaniker und Experte für exotische Pflanzen. Seine Aufgabe: den wohl wertvollsten Schatz Chinas zu finden und außer Landes zu schaffen: Tee!	China,England,Robert Fortune,Tee	
178	 Der Klosterskandal von Sant’Ambrogio	Daniel			19	19							https://www.zeitsprung.fm/podcast/zs178/	Wir springen diese Woche in die Mitte des 19. Jahrhunderts nach Rom und beschäftigen uns mit einem Klosterskandal, der von der Inquisition nach Anzeige der adligen Novizin Katharina von Hohenzollern-Sigmaringen aufgedeckt wurde. Es geht um Visionen, Wunder, Nonnen, die sich als Heilige verehren lassen, Teufelsaustreibungen, sexuellen Missbrauch und Giftanschläge. 	Kleutgen,Papst,Pius IX,Rom,Sant’Ambrogio	
179	 Maria Sibylla Merian – Naturforscherin und Künstlerin	Richard			17	17	Germany	DE					https://www.zeitsprung.fm/podcast/zs179/	Wir springen in dieser Folge ins Deutschland des 17. Jahrhunderts. In Frankfurt wird Maria Sibylla Merian geboren, Tochter des berühmten Kupferstechers und Verlegers Matthäus Merian, und schnell stellt sich heraus, dass auch sie über außergewöhnliches Talent verfügt.	Insekten,Kunst,Naturforschung	
180	 Die Gelbe Flotte – ein Schiffskonvoi zwischen den Fronten	Daniel					Egypt, Israel	IL, EG					https://www.zeitsprung.fm/podcast/zs180/	Wir springen nur einige Jahrzehnte zurück und beschäftigen uns in dieser Episode mit einem Schiffskonvoi, der im Sueskanal während der Zeit des Sechstagekriegs und des Jom-Kippur-Kriegs ankern musste – nachdem der Kanal für die Schifffahrt gesperrt wurde. Die 14 Frachtschiffe wurden als Gelbe Flotte bekannt und waren 8 Jahre lang inmitten des weltpolitischen Geschehens, denn der Sueskanal bildete während der Zeit die Frontlinie: Auf der Westseite des Kanals stand das ägyptische Militär und auf der Ostseite das israelische Militär. 	Ägypten,Gelbe Flotte,Großer Bittersee,Israel,Jom-Kippur-Krieg,Münsterland,Nordwind,Sechstagekrieg,Sueskanal	
181	 Von Gulasch, Pörkölt und Nationalgerichten	Richard					Hungary	HU					https://www.zeitsprung.fm/podcast/zs181/	Wir springen in dieser Folge in die ungarische Tiefebene, wo vor Jahrhunderten Viehhirten eine Suppe kreierten, die in weiterer Folge ein identitätsstiftendes Merkmal ungarischer Kultur werden sollte.	Essen,Gulasch,Ungarn	
182	 Der Zündholzkönig Ivar Kreuger	Daniel	1920	1934	20	20	Sweden, USA	Unknown code, SE					https://www.zeitsprung.fm/podcast/zs182/	Wir springen in die 1920er Jahre und beschäftigen uns mit Streichhölzern: Genauer gesagt, mit dem Mann, der mit Streichhölzern ein gigantisches Firmenimperium aufgebaut hat, im Zentrum des amerikanischen Börsenbooms stand, zahlreiche Finanzprodukte erfunden und einen Finanzskandal ausgelöst hat, der 1933 und 1934 zur Regulierung der Börsen in den USA geführt hat.	Börse,Ivar Kreuger,Schweden,Stockholm,Streichhölzer,USA,Zündhölzer	
183	 Agrippina die Jüngere, mächtigste Frau der frühen Kaiserzeit	Richard											https://www.zeitsprung.fm/podcast/zs183/	Wir springen in dieser Folge wieder mal in die Antike, und zwar in die frühe Kaiserzeit, also jene von Caligula, Claudius und Nero. Allerdings sprechen wir weniger über diese Männer, und mehr über jene eine Frau, die all diese Männer verbindet: Agrippina die Jüngere.	Agrippina,Antike,Kaiserzeit,Rom	
184	 Katharina Kepler – ein Hexenprozess in der Frühen Neuzeit	Daniel											https://www.zeitsprung.fm/podcast/zs184/	Wir springen in die Frühe Neuzeit und beschäftigen uns zum ersten Mal mit dem Thema Hexenverfolgung. Es geht um den Prozess gegen Katharina Kepler, die in Leonberg, im Herzogtum Württemberg wegen Hexerei angeklagt wurde. Das Besondere an dem Fall: Katharina Kepler wurde von ihrem Sohn Johannes verteidigt – einer der bekanntesten Gelehrten aus dieser Zeit. Johannes Kepler, der Astronom und Kaiserliche Hofmathematiker hat seine wissenschaftliche Karriere unterbrochen und ist für etwa ein Jahr nach Württemberg zurückgekehrt.	Gegenreformation,Hexenverfolgung,Kepler,Kleine Eiszeit,Linz,Regensburg,Württemberg	
185	 Kleindeutschland und die General Slocum Katastrophe	Richard			19	20	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs185/	Wir springen in dieser Episode ins 19. und frühe 20. Jahrhundert der USA. Wie viele EmigrantInnen aus Europa, sind ab Mitte des 19. Jahrhunderts bereits hunderttausende Deutsche in die USA ausgewandert. Ein Ort an dem sie sich vermehrt niederlassen: New York City. Dort entsteht schließlich an der Lower East Side von Manhatten jenes Viertel, um das es sich in dieser Folge dreht: Kleindeutschland.	General Slocum,Kleindeutschland,New York City,USA	
186	 Die Redlichen Pioniere von Rochdale und eine kurze Geschichte der Genossenschaften	Daniel			19	19							https://www.zeitsprung.fm/podcast/zs186/	Wir springen mal wieder ins 19. Jahrhundert und beschäftigen uns diesmal mit den Folgen der Industrialisierung: Es geht um die Geschichte der Genossenschaften. Die ersten Genossenschaften wurden nach (erfolglosen) Arbeitskämpfen gegründet. So auch in Rochdale, nahe Manchester, wo sich 28 Weber nach einem Streik zusammengetan haben und eine der ersten Konsumgenossenschaften überhaupt gegründet haben.	Elm,Genossenschaft,Hafenarbeiterstreik,Konsumgenossenschaft,Manchester,Robert Owen,Rochdale	
187	 Die Wiener Weltausstellung von 1873	Richard	1873	1873	19	19	Austria	AT					https://www.zeitsprung.fm/podcast/zs187/	Wir springen in dieser Folge ins Jahr 1873 und sprechen über ein Ereignis, das im deutschsprachigen Raum in der Art noch nie dagewesen war: eine Weltausstellung!	Industrialisierung,Österreich,Weltausstellung	
188	 Martin Couney und die Inkubator-Ausstellungen	Daniel			20	20	Iceland, USA	Unknown code, IS					https://www.zeitsprung.fm/podcast/zs188/	Wir springen an den Anfang des 20. Jahrhunderts in die USA und beschäftigen uns mit Martin Couney. Der vermeintliche Doktor hat 40 Jahre lang Babys in Inkubatoren ausgestellt. „All the world loves a baby“ war der Werbespruch, der das Publikum in die Ausstellung locken sollte – der Eintritt hat 25 Cent gekostet.	Brutkasten,Coney Island,Inkubator,Martin Couney,Neonatologie,New York,Pädiatrie,Sideshow,Weltausstellung	
189	 Die Schlacht bei Cannae	Richard			3	3							https://www.zeitsprung.fm/podcast/zs189/	Wir springen in dieser Folge ins 3. Jahrhundert vor der Zeitenwende. Wir befinden uns am Anfang des 2. Punischen Krieges. Hier stehen sich Karthago und Rom gegenüber, und es geht um nicht weniger als die Vormachtsstellung im Mittelmeerraum. Brillanter Feldherr der Karthager ist Hannibal Barca, der schon in zwei vorherhigen Schlachten den Römern das Fürchten gelehrt hat.	Hannibal,Karthago,Rom,Schlachten	
190	 Die Assassinen	Daniel											https://www.zeitsprung.fm/podcast/zs190/	Wir springen zurück ins Mittelalter und beschäftigen uns mit einer sagenumwobenen Gruppe: den Assassinen. Eine Gruppe, die wie keine zweite für geheimniskrämerisches Sektierertum und politische Attentate steht. Allerdings: Schon der Name Assassinen ist eine Fremdbezeichnung und die Überlieferung als meuchelmordende Geheimbündler ist eine westlich-europäische Tradition zu der nicht zuletzt die Kreuzfahrer beigetragen haben – und Marco Polo. 	Aga Khan,Alamut,Assassinen,Der Alte vom Berge,Hasan-i Sabbāh,Ismailiten,Nizariten,Raschid ad-Din Sinan	
191	 Aethelfled - Warrior Queen of Mercia	Richard					Great Britain, England	Unknown code					https://www.zeitsprung.fm/podcast/zs191/	Wir springen in dieser Folge wieder mal auf die Insel – Großbritannien. Allerdings befinden wir uns zeitlich am Anfang dessen, was wir heute als England kennen. Es ist die Zeit Alfreds des Großen, die Gefahr durch die Dänen und Norweger – oder auch Wikinger – ist größer denn je. Jedoch widmen wir uns in dieser Folge nicht Alfred, sondern seiner Tocher: Aethelfled.	Angeln,England,Mittelalter,Sachsen,Wikinger	
192	 Tiere vor Gericht	Daniel			13	16							https://www.zeitsprung.fm/podcast/zs192/	Gab es mal eine Zeit, in der Tiere in Strafprozessen zum Tode verurteilt wurden? Und Insekten von der Kirche exkommuniziert wurden, wenn sie sich geweigert haben, Felder oder Weinberge freiwillig zu verlassen? In dieser Folge beschäftigen wir uns mit Tierprozessen. Diese Prozesse tauchen vereinzelt in den Quellen ab dem 13. Jahrhundert auf und erreichen im 16. Jahrhundert ihren Höhepunkt.	Deodand,Mary,Topsy,Wolfsgalgen	
193	 Kanton Übrig – Wie Vorarlberg 1919 nicht der Schweiz beitrat	Daniel	1919	1919	20	20	Austria, Switzerland	AT, CH					https://www.zeitsprung.fm/podcast/zs193/	In dieser Folge geht es um Vorarlberg kurz nach dem Ersten Weltkrieg und dem Zusammenbruch der Habsburger Monarchie: Mit einer überwältigenden Mehrheit stimmte die Vorarlberger Bevölkerung in einer Volksbefragung am 11. Mai 1919 dafür, Verhandlungen über den Beitritt zur Schweiz zu führen. Wir sprechen darüber, wie es dazu kam und warum daraus nichts wurde und Vorarlberg noch heute als Kanton Übrig bekannt ist.	1919,Eidgenossen,Ferdinand Riedmann,Kanton Übrig,Österreich,Renner,Schweiz,Vorarlberg	
194	 Die Natchez und der französische Kolonialismus in Nordamerika	Richard			18	18	France, USA	Unknown code, FR					https://www.zeitsprung.fm/podcast/zs194/	Wir springen in dieser Folge nach Nordamerika. Genauer: in den Süden Nordamerikas, an die Ufer des Mississippi. Es ist Anfang des 18. Jahrhunderts, und Frankreich hat sich ein riesiges Gebiet unter den Nagel gerissen, nennt es Louisiana und trifft dort nun auf das Indianervolk der Natchez.	Frankreich,Natchez,USA	
195	 Wie Gerta Stern auf der Flucht nach Panama ihren Mann aus dem KZ befreite	Daniel	1938	1938	20	20	South Africa, Panama	ZA, PA					https://www.zeitsprung.fm/podcast/zs195/	Wir springen in das Jahr 1938 und beschäftigen uns mit der außergewöhnlichen Flucht von Gerta und Moses Stern. Beide wachsen in Wien auf und sie beschließen nach ihrer Hochzeit im Oktober 1938 auszuwandern. Das Ziel ist Johannesburg in Südafrika. 	daniel,Flucht,Gerta Stern,Hamburg,KZ Sachsenhausen,Moses Stern,Novemberpogrome,Panama,Sportpalastwalter,Wien	
196	 Wie der Panamakanal entstand	Richard					France, Panama, USA	Unknown code, PA, FR					https://www.zeitsprung.fm/podcast/zs196/	Wir springen in dieser Folge an einen aus früheren Folgen bekannten Ort: Panama. Dort existiert ein Isthmus – eine Landbrücke – die Nord- und Südamerika trennt und seit Jahrhunderten die Fantasie diverser Mächte beflügelt.	Frankreich,Kanal,Neuzeit,Panama,USA	
197	 Das kurzlebige Königreich Finnland – und ein deutscher Adliger auf dem Thron	Daniel			20	20	Finland	FI					https://www.zeitsprung.fm/podcast/zs197/	Wir springen ins 20. Jahrhundert und beschäftigen uns mit der finnischen Geschichte – und der (sehr) kurzen Geschichte des Königreichs Finnland. Nur einen Monat vor dem Ende des Ersten Weltkriegs wurde Friedrich Karl von Hessen zum finnischen König ernannt – obwohl der deutsche Adlige keinerlei Bezug zu dem Land hatte. Mit der Niederlage des Deutschen Reichs und der Abdankung des Kaisers Wilhelm II. folgte auch die Abdankung des finnischen Königs – der noch nicht einmal inthronisiert war und Finnland nie betreten hatte.	Bürgerkrieg,Finnland,Friedrich Karl von Hessen,Mannerheim,Svinhufvud	
198	 Olga von Kiew oder Mit den Spatzen kam der Tod	Richard			8	10	Ukraine, Russia	Unknown code, UA					https://www.zeitsprung.fm/podcast/zs198/	Wir springen in dieser Folge in das Gebiet der heutigen Ukraine. Die Zeit ist das 10. Jahrhundert nach der Zeitenwende, und beherrscht wird die Gegend von Warägern, Wikingern die seit dem 8. Jahrhundert in der Gegend Handel und Unwesen treiben.	Mittelalter,Rus,Russland,Ukraine,Waräger,Wikinger	
199	 UC 71 und der U-Boot-Krieg im Ersten Weltkrieg	Daniel	1919	1919	20	20	Great Britain	Unknown code					https://www.zeitsprung.fm/podcast/zs199/	Wir springen etwa 100 Jahre zurück und beschäftigen uns mit einem U-Boot: UC 71. Das U-Boot liegt in der Nähe von Helgoland auf dem Meeresboden. Doch es ist nicht während der Kampfhandlungen untergegangen, sondern kurz bevor es nach Ende des Krieges im Februar 1919 an Großbritannien übergeben werden sollte. 	Erster Weltkrieg,Florian Huber,Georg Trinks,U-Boot,Unterwasserarchäologie	
200	 Eine Abrechnung	Richard											https://www.zeitsprung.fm/podcast/zs200/	Sie ist da, die große 200. Das bedeutet 200 Wochen Zeitsprung, jede Woche eine Folge, jede Woche eine neue Geschichte aus der Geschichte. Endlich Zeit mal abzurechnen, und dafür weichen wir von unserem ursprünglichen Konzept etwas ab.	jubiläum,Nabelschau	
201	 Eine kleine Geschichte des Speiseeises	Richard											https://www.zeitsprung.fm/podcast/zs201/	Wir springen in dieser Woche durch die Zeiten, vom 2. Jahrtausend vor der Zeitenwende, bis zur Gegenwart: denn wir besprechen die Geschichte des Eises, genauer, die Geschichte des Speiseeises. Die Süßigkeit, an der sich heutzutage Millionen von Menschen so selbstverständlich laben, hat eine bewegte Geschichte hinter sich, im wahrsten Sinne des Wortes.	eis,Essen,Kulinarik,speiseeis	
202	 Über Brunzdoktoren und Uroskopie – die Harnschau in der vormodernen Medizin	Daniel											https://www.zeitsprung.fm/podcast/zs202/	Wir beschäftigen uns in dieser Folge mit dem wichtigsten diagnostischen Verfahren der vormodernen Medizin: der Uroskopie. Über viele Jahrhunderte war nicht das Stethoskop der charakteristischste Gegenstand für einen Arzt, sondern das Harnglas. Am Urin, so war die damalige Überzeugung, könne ein Arzt mittelbar alle Krankheiten erkennen. 	Harnschau,Höllerhansl,Johann Reinbacher,Krallenfrosch,Medizingeschichte,Säftelehre,Uroskopie	
